PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z
00151	12599167	-0.299514	9.826784	0.117150	-0.004569	0.001130	-0.000487
00152	12599217	-0.296096	9.829407	0.103423	-0.005213	0.000343	-0.000110
00153	12599267	-0.319568	9.828881	0.102744	-0.001962	0.002431	-0.003370
00154	12599317	-0.295921	9.825258	0.110799	-0.000901	0.002488	-0.000906
00155	12599367	-0.313863	9.800787	0.099158	-0.002570	0.002651	-0.001255
00156	12599417	-0.321147	9.816479	0.090863	-0.003879	0.002530	-0.002338
00157	12599467	-0.306944	9.823668	0.082078	-0.002304	0.000332	0.000462
00158	12599517	-0.296381	9.805573	0.110597	-0.003243	0.002737	-0.000548
00159	12599567	-0.314949	9.821423	0.082883	-0.002714	0.005526	-0.000052
00160	12599617	-0.311798	9.810550	0.098661	-0.002601	-0.002480	-0.000382
00161	12599667	-0.319866	9.819788	0.092507	-0.004962	0.000245	-0.003090
00162	12599717	-0.314631	9.811769	0.093890	-0.002784	0.003424	-0.000578
00163	12599767	-0.308750	9.821190	0.102968	-0.002768	0.003676	-0.003203
00164	12599817	-0.306293	9.819509	0.106332	-0.003115	0.001805	-0.000297
00165	12599867	-0.303882	9.806662	0.095608	-0.006407	0.000746	-0.000133
00166	12599917	-0.325988	9.824907	0.094229	-0.005473	0.001668	0.001030
00167	12599967	-0.309331	9.807465	0.100299	-0.000895	0.002654	0.001916
00168	12600017	-0.309325	9.820579	0.096487	-0.002625	-0.000577	-0.000565
00169	12600067	-0.310740	9.829357	0.110717	-0.004441	0.001132	-0.001386
00170	12600117	-0.298474	9.809256	0.101152	-0.009219	0.002665	0.000206
00171	12600167	-0.303122	9.819206	0.097635	-0.001021	-0.001743	0.000355
00172	12600217	-0.311648	9.829574	0.111127	-0.003742	0.003601	0.000455
00173	12600267	-0.289675	9.809830	0.101186	-0.000976	-0.000386	-0.001561
00174	12600317	-0.314153	9.845814	0.133075	-0.007582	0.001661	-0.000060
00175	12600367	-0.292220	9.813322	0.103673	-0.005731	-0.001639	-0.002455
00176	12600417	-0.302216	9.834381	0.114645	-0.000557	-0.002318	-0.000742
00177	12600467	-0.321310	9.829332	0.134138	-0.001743	0.000921	-0.001166
00178	12600517	-0.281131	9.803416	0.109055	-0.001723	0.003050	-0.003625
00179	12600567	-0.312286	9.819674	0.121467	-0.005040	0.002192	-0.000128
00180	12600617	-0.305883	9.844715	0.102996	-0.004118	0.000171	-0.001325
00181	12600667	-0.306897	9.830551	0.113109	-0.004806	-0.002325	0.000681
00182	12600717	-0.300305	9.812589	0.114177	-0.002465	0.001328	-0.001389
00183	12600767	-0.313284	9.830240	0.096992	-0.002668	0.001813	-0.001190
00184	12600817	-0.308319	9.826593	0.106803	-0.001498	0.000089	-0.002100
00185	12600867	-0.292334	9.814734	0.088536	-0.001439	0.001284	-0.001232
00186	12600917	-0.315502	9.818509	0.102236	-0.002856	0.000811	0.000694
00187	12600967	-0.294363	9.807425	0.099618	-0.004596	-0.001866	0.001838
00188	12601017	-0.313610	9.817230	0.109936	-0.003426	0.003543	-0.000411
00189	12601067	-0.299977	9.809186	0.103923	-0.003186	-0.001072	-0.000373
00190	12601117	-0.322708	9.831164	0.075586	-0.004938	0.001639	-0.000449
00191	12601167	-0.321239	9.821730	0.104303	-0.004999	-0.001229	0.000339
00192	12601217	-0.317039	9.816065	0.090410	-0.006167	0.003397	0.000236
00193	12601267	-0.312881	9.809221	0.076115	-0.008551	-0.000457	-0.001059
00194	12601317	-0.346706	9.827934	0.111728	-0.000892	0.001425	-0.000205
00195	12601367	-0.332929	9.821286	0.107918	-0.004763	0.002620	0.002155
00196	12601417	-0.318883	9.811790	0.120641	-0.006080	0.002461	-0.000344
00197	12601467	-0.326029	9.816570	0.080853	-0.008657	0.001261	0.002985
00198	12601517	-0.310590	9.828069	0.101813	-0.004793	0.001259	-0.000355
00199	12601567	-0.319023	9.826808	0.115468	-0.002220	0.000721	0.000371
00200	12601617	-0.287951	9.817907	0.102045	-0.007747	0.000522	-0.002539
00201	12601667	-0.307017	9.817564	0.124798	-0.003832	0.001407	0.001980
00202	12601717	-0.315129	9.827129	0.097609	-0.007816	-0.000313	-0.001412
00203	12601767	-0.291083	9.831945	0.112564	-0.007197	0.000109	-0.003564
00204	12601817	-0.294764	9.828614	0.110471	-0.005711	-0.002153	-0.000951
00205	12601867	-0.291967	9.825527	0.112412	-0.000662	0.001774	-0.004917
00206	12601917	-0.314368	9.820817	0.107347	-0.003950	0.002918	-0.001597
00207	12601967	-0.317553	9.826702	0.092228	-0.003461	0.003403	-0.004322
00208	12602017	-0.305007	9.821782	0.129608	-0.005115	0.005645	0.000181
00209	12602067	-0.300638	9.813520	0.083801	-0.003421	-0.001951	-0.001244
00210	12602117	-0.302202	9.821385	0.095572	-0.002845	-0.000904	-0.001495
00211	12602167	-0.307911	9.814382	0.114882	-0.008167	0.001843	-0.000310
00212	12602217	-0.308493	9.834574	0.081114	-0.002255	-0.001286	-0.001914
00213	12602267	-0.293663	9.817122	0.102144	-0.001451	0.000601	-0.001813
00214	12602317	-0.299895	9.825687	0.080130	-0.001672	0.002002	0.003994
00215	12602367	-0.298562	9.814162	0.089943	-0.002451	0.000712	-0.003473
00216	12602417	-0.272919	9.803135	0.103036	-0.002688	0.001521	0.000659
00217	12602467	-0.306618	9.802406	0.107732	-0.002725	0.000981	0.004058
00218	12602517	-0.297196	9.821472	0.094136	-0.004717	0.000643	-0.001320
00219	12602567	-0.303848	9.821693	0.089740	-0.004186	0.001232	-0.001036
00220	12602617	-0.292919	9.812966	0.111340	-0.004826	0.000190	-0.001325
00221	12602667	-0.316219	9.818324	0.097910	0.000022	0.002857	-0.000970
00222	12602717	-0.293132	9.834894	0.104175	-0.005440	0.000404	-0.000937
00223	12602767	-0.283840	9.819012	0.095270	-0.005584	-0.001112	-0.000627
00224	12602817	-0.312379	9.818391	0.097527	-0.004530	0.003070	-0.001788
00225	12602867	-0.302534	9.813313	0.111593	-0.004832	0.003316	-0.002621
00226	12602917	-0.301780	9.824647	0.099961	-0.008494	0.000029	0.000419
00227	12602967	-0.316511	9.831366	0.113629	-0.004939	0.000539	-0.003082
00228	12603017	-0.315981	9.819660	0.104201	-0.002932	-0.000899	0.001806
00229	12603067	-0.307989	9.817057	0.125797	-0.004228	0.001819	0.001856
00230	12603117	-0.316482	9.828200	0.119593	-0.006500	0.001644	-0.001281
00231	12603167	-0.306138	9.815681	0.093199	-0.004850	0.001063	0.000700
00232	12603217	-0.291551	9.812799	0.122711	-0.001211	0.002385	-0.000137
00233	12603267	-0.288436	9.804073	0.091139	-0.003758	0.002921	-0.001057
00234	12603317	-0.298207	9.817866	0.111929	-0.007894	0.002102	-0.001564
00235	12603367	-0.319615	9.823997	0.096924	-0.007875	0.001658	-0.001082
00236	12603417	-0.309622	9.819977	0.104233	-0.006344	-0.001449	-0.000559
00237	12603467	-0.310333	9.822766	0.107527	-0.002095	0.000015	0.000267
00238	12603517	-0.319041	9.814819	0.092578	-0.005274	0.000148	-0.001129
00239	12603567	-0.295206	9.821362	0.118293	-0.004580	0.001517	-0.001576
00240	12603617	-0.308123	9.812648	0.119160	-0.006493	-0.003646	0.001319
00241	12603667	-0.293612	9.816189	0.101126	0.000544	0.001185	-0.002389
00242	12603717	-0.310259	9.813853	0.100638	-0.004049	0.002848	-0.003076
00243	12603767	-0.317914	9.825606	0.117423	-0.004188	0.000199	-0.002030
00244	12603817	-0.295737	9.814342	0.111816	-0.005268	0.002155	-0.000098
00245	12603867	-0.311122	9.817163	0.116738	-0.005998	0.001717	-0.002788
00246	12603917	-0.304304	9.833076	0.105140	-0.004169	-0.002473	-0.000089
00247	12603967	-0.297974	9.813758	0.117127	-0.004866	0.000348	-0.002351
00248	12604017	-0.307772	9.828622	0.098463	-0.005148	0.000542	0.000988
00249	12604067	-0.301822	9.824441	0.098239	-0.007124	0.003053	-0.002426
00250	12604117	-0.310782	9.825272	0.098182	-0.001562	0.000244	-0.000245
00251	12604167	-0.324337	9.820248	0.090031	-0.010576	-0.000010	-0.000826
00252	12604217	-0.278126	9.811427	0.099524	-0.006067	0.000711	-0.004523
00253	12604267	-0.288786	9.811634	0.108430	-0.003526	0.001535	-0.001707
00254	12604317	-0.301464	9.835772	0.117095	-0.004329	-0.000084	0.001848
00255	12604367	-0.305345	9.829614	0.113287	-0.001839	0.000688	-0.004020
00256	12604417	-0.294896	9.829420	0.103392	-0.003693	0.001957	0.000222
00257	12604467	-0.323740	9.808393	0.105668	-0.003329	0.002771	0.001250
00258	12604517	-0.308544	9.832180	0.098410	-0.002701	0.000681	-0.000782
00259	12604567	-0.320547	9.820684	0.095869	-0.004116	0.003009	-0.002912
00260	12604617	-0.314203	9.836535	0.119182	-0.005949	0.001365	-0.000607
00261	12604667	-0.305976	9.810534	0.119754	-0.002957	0.000939	0.000915
00262	12604717	-0.299393	9.822075	0.099621	-0.004936	0.003738	-0.002170
00263	12604767	-0.306837	9.817941	0.115980	-0.005294	0.002795	-0.001628
00264	12604817	-0.305662	9.824249	0.107255	-0.001810	0.003021	-0.001127
00265	12604867	-0.306549	9.828761	0.121656	-0.003134	-0.001851	-0.002363
00266	12604917	-0.300942	9.832061	0.111605	-0.003017	0.001937	0.001761
00267	12604967	-0.300167	9.819496	0.081136	-0.002632	0.001650	-0.001031
00268	12605017	-0.302393	9.811455	0.124278	-0.004245	-0.000629	0.002260
00269	12605067	-0.306537	9.818697	0.097706	-0.002571	0.001518	-0.003758
00270	12605117	-0.306779	9.809281	0.092532	-0.006754	-0.000648	-0.000779
00271	12605167	-0.293844	9.811472	0.083435	-0.001171	-0.003029	0.001629
00272	12605217	-0.314666	9.816384	0.117618	-0.003881	-0.002377	-0.000986
00273	12605267	-0.328365	9.828314	0.102355	-0.004245	-0.000162	-0.003698
00274	12605317	-0.315189	9.815742	0.097531	-0.004793	-0.001613	0.000973
00275	12605367	-0.296482	9.833167	0.105866	-0.004639	-0.000712	-0.001527
00276	12605417	-0.295723	9.806210	0.131413	-0.001349	0.002904	0.001083
00277	12605467	-0.325483	9.841886	0.117196	-0.002983	0.002641	-0.001989
